Cód;ME;DiCo;DiCoFre;LATITUDE;LONGITUDE
AS0140;AS2L7;0302;0302FA;41.48086;-8.669543
AS0141;AS2L9;0302;0302FA;41.48174;-8.672618
AS0142;AS2M9;0302;0302FH;41.56988;-8.686777
AS0143;AS2N0;0302;030234;41.5154;-8.688988
AS0144;AS2N4;0302;030234;41.513992;-8.684711
AS0145;AS2N6;0302;030234;41.51504;-8.680519
AS0146;AS2P3;0302;030235;41.616858;-8.716667
AS0147;AS2P5;0302;030235;41.617158;-8.700046
AS0148;AS2R4;0302;;;
AS0149;AS2R8;0302;030235;41.602928;-8.686965
AS0150;AS2S5;0302;0302FG;41.45529;-8.575067
AS0151;AS2T1;0302;;;
AS0152;AS2T3;0302;030268;41.56052;-8.585203
AS0153;AS2T4;0302;030268;41.55878;-8.583088
AS0154;AS2T7;0302;030268;41.56704;-8.577374
AS0155;AS2T8;0302;030272;41.558967;-8.571938
AS0156;AS2V0;0302;030299;41.51552;-8.596868
AS0157;AS2V2;0302;;;
AS0158;AS2V5;0302;030237;41.511;-8.660926
AS0159;AS2X1;0302;030296;41.466397;-8.619118
AS0160;AS2X2;0302;030296;41.47079;-8.608844
AS0161;AS2X5;0302;030296;41.469394;-8.626909
AS0162;AS2Z0;0302;0302FB;41.439675;-8.61171
AS0163;AS2Z3;0302;030287;41.5004;-8.684663
AS0164;AS2Z5;0302;030260;41.512857;-8.703662
AS0165;AS2Z7;0302;030296;41.44938;-8.648825
AS0166;AS3A0;0302;0302FB;41.44453;-8.591563
AS0167;AS3A1;0302;;;
AS0168;AS3A2;0302;;;
AS0169;AS3A5;0302;0302FB;41.446623;-8.588854
AS0170;AS3A6;0302;0302FB;41.454464;-8.596384
AS0171;AS3A8;0302;0302FB;41.444928;-8.590098
AS0172;AS3A9;0302;0302FB;41.452467;-8.595633
AS0173;AS3B2;0302;030296;41.465159;-8.608916
AS0174;AS3B6;0302;030296;41.45652;-8.618628
AS0175;AS3B7;0302;;;
AS0176;AS3B9;0302;030296;41.45148;-8.616821
AS0177;AS3C5;0302;;;
AS0178;AS3C7;0302;030224;41.635217;-8.621351
AS0179;AS3D0;0302;030296;41.45074;-8.64808
AS0180;AS3D5;0302;030296;41.454014;-8.644673
AS0181;AS3D6;0302;030296;41.45556;-8.639544
AS0182;AS3D7;0302;030296;41.45481;-8.646053
AS0183;AS3D8;0302;030296;;
AS0184;AS3E0;0302;030291;41.603748;-8.602831
AS0185;AS3E1;0302;;;
AS0186;AS3E2;0302;030291;41.60398;-8.602626
AS0187;AS3E3;0302;;;
AS0188;AS3F0;0302;030228;41.470528;-8.690091
AS0189;AS3F1;0302;;;
AS0190;AS3F2;0302;030228;41.466456;-8.709822
AS0191;AS3F6;0302;;;
AS0192;AS3F9;0302;030228;41.481836;-8.690739
AS0193;AS3G8;0302;030228;41.479542;-8.695869
AS0194;AS3H7;0302;030228;41.48675;-8.697312
AS0195;AS3J0;0302;;;
AS0196;AS3L2;0302;0302FA;41.477341;-8.664053
AS0197;AS3L3;0302;0302FA;41.477855;-8.66877
AS0198;AS3L4;0302;0302FA;41.476475;-8.667066
AS0199;AS3L9;0302;0302FA;41.480901;-8.67881
AS0200;AS3M2;0302;;;
AS0201;AS3M4;0302;;;
AS0202;AS3N1;0302;;;
AS0203;AS3N2;0302;;;
AS0204;AS3N4;0302;030234;41.510819;-8.688864
AS0205;AS3N5;0302;030234;41.51154;-8.675367
AS0206;AS3N9;0302;;;
AS0207;AS3P0;0302;;;
AS0208;AS3R1;0302;030235;41.613635;-8.690666
AS0209;AS3R2;0302;030235;41.605809;-8.699811
AS0210;AS3R4;0302;030235;41.61805;-8.720379
AS0211;AS3R9;0302;030235;;
AS0212;AS3T3;0302;030268;41.5569;-8.579285
AS0213;AS3T6;0302;;;
AS0214;AS3T9;0302;030268;41.55888;-8.582582
AS0215;AS3U0;0302;030299;41.51205;-8.592224
AS0216;AS3U1;0302;;;
AS0217;AS3V3;0302;030237;41.5164;-8.665038
AS0218;AS3X9;0302;030296;41.47043;-8.62551
AS0219;AS3Z0;0302;030296;41.4728;-8.634879
AS0220;AS3Z1;0302;030259;41.48376;-8.632023
AS0221;AS3Z2;0313;031309;41.58213;-8.528958
AS0222;AS3Z3;0302;0302FG;41.432128;-8.566752
AS0223;AS3Z5;0302;030287;41.50787;-8.690385
AS0224;AS3Z8;0302;;;
AS0225;AS4A3;0302;;;
AS0226;AS4A4;0302;0302FB;41.44886;-8.589067
AS0227;AS4A6;0302;;;
AS0228;AS4B0;0302;030296;41.457751;-8.610029
AS0229;AS4B1;0302;;;
AS0230;AS4B2;0302;030296;41.460397;-8.608917
AS0231;AS4B3;0302;030296;41.45587;-8.618582
AS0232;AS4B5;0302;030296;41.462034;-8.602167
AS0233;AS4B6;0302;030296;41.460288;-8.616041
AS0234;AS4C7;0302;030224;41.625281;-8.632824
AS0235;AS4C8;0302;030224;41.640449;-8.627384
AS0236;AS4D0;0302;030296;41.453294;-8.648616
AS0237;AS4D1;0302;;;
AS0238;AS4D3;0302;030296;41.45119;-8.651599
AS0239;AS4D4;0302;030296;41.447329;-8.649585
AS0240;AS4D7;0302;;;
AS0241;AS4E4;0302;030297;41.539204;-8.671774
AS0242;AS4E7;0302;030297;41.54469;-8.670844
AS0243;AS4E8;0302;030297;41.542395;-8.676111
AS0244;AS4F0;0302;030228;41.479372;-8.689485
AS0245;AS4G5;0302;;;
AS0246;AS4G8;0302;030228;41.463942;-8.708686
AS0247;AS4L3;0302;0302FA;41.47771;-8.673148
AS0248;AS4L4;0302;0302FA;41.46656;-8.671628
AS0249;AS4L7;0302;;;
AS0250;AS4P7;0302;;;
AS0251;AS4R2;0302;;;
AS0252;AS4S3;0302;030235;41.603227;-8.690239
AS0253;AS4U7;0302;;;
AS0254;AS4V3;0302;;;
AS0255;AS4X0;0302;030296;41.46618;-8.621834
AS0256;AS4X3;0302;030296;41.465129;-8.620559
AS0257;AS4X4;0302;0302FG;41.436203;-8.593401
AS0258;AS4X5;0302;0302FG;41.44062;-8.586123
AS0259;AS4X6;0302;0302FG;41.444638;-8.584829
AS0260;AS4Z1;0302;0302FH;41.539809;-8.710626
AS0261;AS4Z2;0302;030202;41.61514;-8.630756
AS0262;AS4Z6;0302;0302FH;41.545883;-8.704612
AS0263;AS4Z7;1607;160754;41.63437;-8.571927
AS0264;AS4Z8;0302;030287;41.49314;-8.690018
AS0265;AS5A1;0302;0302FB;41.43487;-8.61278
AS0266;AS5A4;0302;;;
AS0267;AS5A6;0302;;;
AS0268;AS5A8;0302;0302FB;41.45153;-8.596151
AS0269;AS5A9;0302;0302FB;41.450939;-8.592631
AS0270;AS5B0;0302;030296;41.461418;-8.604652
AS0271;AS5B1;0302;;;
AS0272;AS5B2;0302;030296;;
AS0273;AS5B7;0302;030296;41.440552;-8.613972
AS0274;AS5B8;0302;030296;41.459712;-8.60951
AS0275;AS5C4;0302;030224;41.624372;-8.63332
AS0276;AS5C9;0302;030224;41.626064;-8.636737
AS0277;AS5D0;0302;030296;41.453408;-8.647556
AS0278;AS5D4;0302;030296;41.454465;-8.646441
AS0279;AS5D8;0302;030296;41.455753;-8.64938
AS0280;AS5E0;0302;;;
AS0281;AS5E1;0302;030297;41.542688;-8.681716
AS0282;AS5E2;0302;030297;41.542743;-8.666402
AS0283;AS5E3;0302;030297;41.540166;-8.670402
AS0284;AS5E5;0302;;;
AS0285;AS5F0;0302;;;
AS0286;AS5F3;0302;030228;41.47138;-8.705506
AS0287;AS5F8;0302;030228;41.470307;-8.708041
AS0288;AS5G0;0302;030228;41.468055;-8.712448
AS0289;AS5G1;0302;;;
AS0290;AS5G2;0302;030228;41.469163;-8.693345
AS0291;AS5G3;0302;030228;41.48276;-8.710638
AS0292;AS5G5;0302;030228;41.47136;-8.686797
AS0293;AS5G6;0302;030228;41.473;-8.7087
AS0294;AS5G9;0302;030228;41.479131;-8.713024
AS0295;AS5H5;0302;;;
AS0296;AS5J1;0302;030298;;
AS0297;AS5L5;0302;0302FA;;
AS0298;AS5L8;0302;0302FA;41.47808;-8.677078
AS0299;AS5M7;0302;030295;41.47868;-8.562085
AS0300;AS5N2;0302;030234;41.511981;-8.674505
AS0301;AS5N6;0302;030234;;
AS0302;AS5N7;0302;030234;41.51491;-8.673824
AS0303;AS5N9;0302;030234;41.516459;-8.67445
AS0304;AS5P0;0302;;;
AS0305;AS5P1;0302;030235;41.605438;-8.701032
AS0306;AS5P7;0302;030235;;
AS0307;AS5P8;0302;030235;41.61321;-8.699195
AS0308;AS5P9;0302;030235;;
AS0309;AS5R3;0302;030235;41.60553;-8.690996
AS0310;AS5R5;0302;030235;41.605094;-8.689404
AS0311;AS5S6;0302;030235;;
AS0312;AS5T1;0302;030268;41.566253;-8.57123
AS0313;AS5U5;0302;030237;41.5091;-8.6497
AS0314;AS5X1;0302;0302FG;41.445278;-8.573693
AS0315;AS5X2;0302;0302FG;41.442907;-8.587598
AS0316;AS5X4;0302;0302FG;41.454121;-8.571323
AS0317;AS5Z1;0302;0302FG;41.44067;-8.566473
AS0318;AS5Z2;0302;;;
AS0319;AS5Z4;0302;0302FE;41.462811;-8.5815
AS0320;AS5Z5;0302;030255;41.59092;-8.709262
AS0321;AS5Z6;0302;030282;41.57922;-8.506384
AS0322;AS5Z8;0302;030279;41.567672;-8.63671
AS0323;AS6A0;0302;0302FB;41.454306;-8.600504
AS0324;AS6A2;0302;0302FB;41.45265;-8.600557
AS0325;AS6A5;0302;0302FB;41.451161;-8.590695
AS0326;AS6A8;0302;;;
AS0327;AS6B1;0302;030296;41.44839;-8.612534
AS0328;AS6B3;0302;;;
AS0329;AS6B7;0302;;;
AS0330;AS6B9;0302;030296;41.455167;-8.61315
AS0331;AS6C0;0302;030224;41.634685;-8.6117
AS0332;AS6C2;0302;;;
AS0333;AS6C4;0302;;;
AS0334;AS6C9;0302;030224;41.63375;-8.6154
AS0335;AS6D3;0302;030296;41.454256;-8.648746
AS0336;AS6D5;0302;030296;41.448428;-8.648486
AS0337;AS6D6;0302;030296;41.453601;-8.646934
AS0338;AS6D8;0302;030296;41.451151;-8.649712
AS0339;AS6E9;0302;;;
AS0340;AS6F3;0302;030228;41.475619;-8.707571
AS0341;AS6F5;0302;030228;41.475833;-8.688656
AS0342;AS6F6;0302;;;
AS0343;AS6F9;0302;030228;41.471789;-8.709056
AS0344;AS6G0;0302;030228;41.471068;-8.708925
AS0345;AS6G5;0302;030228;41.46872;-8.695357
AS0346;AS6G7;0302;;;
AS0347;AS6G8;0302;030228;41.477356;-8.68701
AS0348;AS6H0;0302;030228;41.47259;-8.708316
AS0349;AS6H9;0302;030228;41.47883;-8.711381
AS0350;AS6J1;0302;030298;;
AS0351;AS6J2;0302;030292;41.53305;-8.530113
AS0352;AS6J7;0302;030292;41.53065;-8.52686
AS0353;AS6J9;0302;030292;41.52792;-8.527653
AS0354;AS6L3;0302;0302FA;41.477839;-8.671014
AS0355;AS6L4;0302;;;
AS0356;AS6M8;0302;;;
AS0357;AS6N1;0302;;;
AS0358;AS6N4;0302;030234;41.513188;-8.685222
AS0359;AS6N5;0302;030234;41.5131;-8.686956
AS0360;AS6N8;0302;030234;41.5174;-8.676443
AS0361;AS6N9;0302;030234;41.51282;-8.674369
AS0362;AS6P1;0302;030235;41.6046;-8.700481
AS0363;AS6P3;0302;;;
AS0364;AS6P7;0302;030235;41.62222;-8.70947
AS0365;AS6R5;0302;030235;41.606979;-8.703956
AS0366;AS6S3;0302;030235;;
AS0367;AS6S8;0302;;;
AS0368;AS6T2;0302;030268;41.57;-8.577263
AS0369;AS6T8;0302;030272;41.557742;-8.560503
AS0370;AS6U1;0302;030237;41.511334;-8.66306
AS0371;AS6X2;0302;0302FG;41.435241;-8.594277
AS0372;AS6X3;0302;;;
AS0373;AS6X5;0302;0302FG;41.440004;-8.584073
AS0374;AS6X6;0302;0302FG;41.4443;-8.577277
AS0375;AS6X7;0302;;;
AS0376;AS6Z5;0302;030299;41.50743;-8.593401
AS0377;AS6Z6;0302;030290;;
AS0378;AS7A4;0302;0302FB;41.45324;-8.594243
AS0379;AS7A5;0302;0302FB;41.453938;-8.597893
AS0380;AS7A6;0302;0302FB;41.42835;-8.621756
AS0381;AS7A9;0302;0302FB;41.45176;-8.590646
AS0382;AS7B0;0302;030296;;
AS0383;AS7B1;0302;030296;41.459353;-8.596735
AS0384;AS7B2;0302;030296;41.46301;-8.601207
AS0385;AS7B3;0302;030296;41.462777;-8.617052
AS0386;AS7B6;0302;030296;41.44108;-8.613703
AS0387;AS7B8;0302;030296;41.460831;-8.607881
AS0388;AS7C7;0302;030224;41.628242;-8.623963
AS0389;AS7C8;0302;;;
AS0390;AS7D4;0302;030296;41.45491;-8.649103
AS0391;AS7D5;0302;030296;41.456274;-8.652974
AS0392;AS7D7;0302;030296;41.450319;-8.649282
AS0393;AS7E0;0302;030297;41.54065;-8.67002
AS0394;AS7E5;0302;030297;41.539938;-8.684357
AS0395;AS7E8;0302;030297;41.54043;-8.679483
AS0396;AS7E9;0302;;;
AS0397;AS7F2;0302;030228;41.4744;-8.691643
AS0398;AS7F3;0302;;;
AS0399;AS7F8;0302;;;
AS0400;AS7G7;0302;030228;41.46918;-8.712906
AS0401;AS7J0;0302;;;
AS0402;AS7J6;0302;030292;41.53024;-8.531996
AS0403;AS7J7;0302;030292;41.528469;-8.53463
AS0404;AS7L1;0302;;;
AS0405;AS7L2;0302;0302FA;41.4769;-8.669983
AS0406;AS7L4;0302;0302FA;41.480534;-8.669152
AS0407;AS7M1;0302;;;
AS0408;AS7M8;0302;030295;41.49598;-8.550317
AS0409;AS7N0;0302;030234;41.51672;-8.67654
AS0410;AS7N3;0302;030234;41.51528;-8.676234
AS0411;AS7N4;0302;030234;41.514344;-8.676403
AS0412;AS7N5;0302;;;
AS0413;AS7N6;0302;030234;41.518277;-8.673612
AS0414;AS7N7;0302;030287;41.51042;-8.680892
AS0415;AS7P6;0302;030235;41.602397;-8.697539
AS0416;AS7S2;0302;030235;41.620301;-8.707747
AS0417;AS7S7;0302;030235;41.60461;-8.699968
AS0418;AS7S8;0302;030235;41.60111;-8.69237
AS0419;AS7T1;0302;030272;41.557474;-8.560982
AS0420;AS7T5;0302;;;
AS0421;AS7U0;0302;030237;41.50448;-8.663184
AS0422;AS7U6;0302;030237;41.507944;-8.668232
AS0423;AS7V1;0302;030296;41.475125;-8.621642
AS0424;AS7V4;0302;030296;41.46795;-8.627436
AS0425;AS7V7;0302;030296;41.47582;-8.626543
AS0426;AS7X6;0302;0302FG;41.441499;-8.584653
AS0427;AS7X7;0302;0302FG;;
AS0428;AS7X9;0302;0302FG;41.44027;-8.592212
AS0429;AS7Z1;0302;030257;41.45743;-8.667357
AS0430;AS8A2;0302;0302FB;;
AS0431;AS8A7;0302;0302FB;41.45191;-8.602301
AS0432;AS8A9;0302;0302FB;41.4482;-8.588268
AS0433;AS8B1;0302;;;
AS0434;AS8B5;0302;;;
AS0435;AS8C1;0302;030224;41.618652;-8.631958
AS0436;AS8C5;0302;030224;;
AS0437;AS8C6;0302;030224;41.636705;-8.610139
AS0438;AS8C7;0302;030224;41.640775;-8.627887
AS0439;AS8D0;0302;030296;41.4532;-8.645381
AS0440;AS8D1;0302;030296;41.45547;-8.650275
AS0441;AS8D3;0302;030296;41.44691;-8.64942
AS0442;AS8D4;0302;030296;41.453059;-8.647384
AS0443;AS8D5;0302;030296;41.454683;-8.645605
AS0444;AS8D6;0302;030296;41.44806;-8.649215
AS0445;AS8D9;0302;030296;41.45636;-8.640844
AS0446;AS8E4;0302;;;
AS0447;AS8E7;0302;030297;41.539317;-8.679246
AS0448;AS8E8;0302;030297;41.535087;-8.672411
AS0449;AS8F3;0302;030228;41.469637;-8.707113
AS0450;AS8F4;0302;030228;41.46584;-8.710098
AS0451;AS8F6;0302;030228;41.471624;-8.716127
AS0452;AS8F9;0302;030228;41.46728;-8.709699
AS0453;AS8G4;0302;;;
AS0454;AS8G5;0302;030228;41.47365;-8.707361
AS0455;AS8G6;0302;030228;41.470228;-8.699287
AS0456;AS8G7;0302;030228;41.479098;-8.714938
AS0457;AS8G9;0302;030228;41.467013;-8.695139
AS0458;AS8H0;0302;030298;41.6324;-8.665175
AS0459;AS8H2;0302;;;
AS0460;AS8J4;0302;030292;41.531415;-8.527774
AS0461;AS8J5;0302;;;
AS0462;AS8L1;0302;;;
AS0463;AS8L3;0302;0302FA;41.47769;-8.667793
AS0464;AS8M1;0302;030295;41.492795;-8.55759
AS0465;AS8N1;0302;030234;41.51464;-8.676422
AS0466;AS8P5;0302;030235;41.602207;-8.684787
AS0467;AS8P7;0302;030235;;
AS0468;AS8R0;0302;030235;41.60026;-8.688084
AS0469;AS8R1;0302;;;
AS0470;AS8S7;0302;030268;41.56014;-8.586408
AS0471;AS8T4;0302;;;
AS0472;AS8U1;0302;;;
AS0473;AS8U5;0302;030237;41.49843;-8.663943
AS0474;AS8V3;0302;030259;41.484275;-8.629717
AS0475;AS8V5;0302;030296;41.46736;-8.618211
AS0476;AS8V6;0302;;;
AS0477;AS8V8;0302;;;
AS0478;AS8V9;0302;030296;41.472048;-8.628441
AS0479;AS8X2;0302;0302FG;;
AS0480;AS8X3;0302;0302FG;41.438936;-8.584105
AS0481;AS8X4;0302;;;
AS0482;AS8X5;0302;0302FG;41.435965;-8.58461
AS0483;AS8X6;0302;;;
AS0484;AS8X7;0302;0302FG;41.43583;-8.592658
AS0485;AS8Z6;0302;030235;41.60824;-8.69232
AS0486;AS9A7;0302;030296;41.453197;-8.612165
AS0487;AS9A8;0302;030296;41.460829;-8.609785
AS0488;AS9B0;0302;030296;41.460286;-8.598917
AS0489;AS9B1;0302;030296;41.44826;-8.61501
AS0490;AS9B3;0302;030224;;
AS0491;AS9B4;0302;030224;41.64168;-8.62888
AS0492;AS9B7;0302;030224;41.626719;-8.626322
AS0493;AS9C2;0302;;;
AS0494;AS9C5;0302;;;
AS0495;AS9C7;0302;030224;41.630712;-8.622222
AS0496;AS9D3;0302;030296;41.447921;-8.653662
AS0497;AS9D5;0302;030296;41.456628;-8.648429
AS0498;AS9D6;0302;030296;41.45434;-8.643869
AS0499;AS9D7;0302;030296;41.452808;-8.645726
AS0500;AS9E1;0302;030297;41.542444;-8.677701
AS0501;AS9E9;0302;030297;41.5361;-8.683873
AS0502;AS9G1;0302;030228;41.482383;-8.71186
AS0503;AS9G9;0302;030228;41.47301;-8.708057
AS0504;AS9H6;0302;030298;41.63729;-8.658721
AS0505;AS9H7;0302;030298;;
AS0506;AS9J3;0302;0302FE;41.46425;-8.567486
AS0507;AS9J4;0302;;;
AS0508;AS9J8;0302;;;
AS0509;AS9L4;0302;0302FH;41.57244;-8.697869
AS0510;AS9M7;0302;030234;41.520708;-8.674445
AS0511;AS9N5;0302;030234;41.517199;-8.67351
AS0512;AS9N9;0302;030234;41.51295;-8.675394
AS0513;AS9P2;0302;030235;41.60531;-8.699579
AS0514;AS9P3;0302;030235;;
AS0515;AS9P6;0302;030235;;
AS0516;AS9P7;0302;030235;;
AS0517;AS9R6;0302;030235;;
AS0518;AS9R8;0302;;;
AS0519;AS9S5;0302;;;
AS0520;AS9S6;0302;030268;41.562986;-8.578274
AS0521;AS9S7;0302;;;
AS0522;AS9T1;0302;030299;41.51741;-8.600051
AS0523;AS9U9;0302;030237;41.51364;-8.656735
AS0524;AS9V0;0302;030296;41.47371;-8.622933
AS0525;AS9V2;0302;030296;41.469381;-8.625784
AS0526;AS9V6;0302;030296;41.472464;-8.615968
AS0527;AS9V7;0302;;;
AS0528;AS9X1;0302;0302FG;41.438534;-8.585345
AS0529;AS9X8;0302;030296;41.449742;-8.632363
AS0530;AS9X9;0302;030296;41.45201;-8.633687
AS0531;ASA03;0302;030201;41.54466;-8.640166
AS0532;ASA05;0302;030201;41.549966;-8.646275
AS0533;ASA08;0302;030201;;
AS0534;ASA09;0302;030201;;
AS0535;ASA11;0302;030201;;
AS0536;ASA12;0302;030201;41.570452;-8.646821
AS0537;ASA14;0302;;;
AS0538;ASA17;0302;030201;41.549816;-8.636369
AS0539;ASA24;0302;030201;41.56049;-8.630374
AS0540;ASA26;0302;030201;41.54809;-8.636252
AS0541;ASA28;0302;030201;41.570539;-8.648056
AS0542;ASA30;0302;030201;41.54563;-8.637387
AS0543;ASA31;0302;030201;;
AS0544;ASA33;0302;;;
AS0545;ASA34;0302;030243;41.56442;-8.616183
AS0546;ASA35;0302;030201;41.56385;-8.64972
AS0547;ASA36;0302;030201;41.56018;-8.625729
AS0548;ASA38;0302;;;
AS0549;ASA39;0302;030201;41.551419;-8.641069
AS0550;ASA40;0302;;;
AS0551;ASA41;0302;030201;41.55792;-8.626669
AS0552;ASA48;0302;030201;;
AS0553;ASA54;0302;030201;41.552907;-8.641277
AS0554;ASA62;0302;030201;41.55048;-8.634866
AS0555;ASA63;0302;;;
AS0556;ASA65;0302;;;
AS0557;ASA69;0302;030201;41.55194;-8.642585
AS0558;ASA70;0302;030201;41.556596;-8.647242
AS0559;ASA72;0302;030201;41.56067;-8.629125
AS0560;ASA73;0302;030201;;
AS0561;ASA77;0302;030201;41.56028;-8.653748
AS0562;ASA85;0302;;;
AS0563;ASA86;0302;030201;41.54586;-8.641789
AS0564;ASA87;0302;030201;41.548536;-8.64116
AS0565;ASA97;0302;030201;41.547385;-8.63418
AS0566;ASB06;0302;030201;41.54535;-8.64125
AS0567;ASB07;0302;;;
AS0568;ASB09;0302;030201;41.55743;-8.645874
AS0569;ASB10;0302;;;
AS0570;ASB11;0302;;;
AS0571;ASB13;0302;030201;41.5466;-8.630362
AS0572;ASB15;0302;030201;41.569392;-8.646879
AS0573;ASB26;0302;;;
AS0574;ASB30;0302;030201;41.554969;-8.646781
AS0575;ASB31;0302;030201;;
AS0576;ASB34;0302;0302FF;41.5766;-8.650926
AS0577;ASB35;0302;;;
AS0578;ASB38;0302;030201;41.548287;-8.64833
AS0579;ASB40;0302;030247;41.53314;-8.506007
AS0580;ASB43;0302;030202;41.620404;-8.63853
AS0581;ASB49;0302;030202;41.613219;-8.643792
AS0582;ASB55;0302;030202;41.619716;-8.639246
AS0583;ASB58;0302;030202;41.616494;-8.632459
AS0584;ASB62;0302;030202;41.61492;-8.629637
AS0585;ASB63;0302;030202;41.61628;-8.630103
AS0586;ASB64;0302;030201;41.54898;-8.645564
AS0587;ASB65;0302;030202;41.607702;-8.636024
AS0588;ASB67;0302;030202;41.61393;-8.641953
AS0589;ASB68;0302;030202;41.61724;-8.634323
AS0590;ASB73;0302;030202;41.61299;-8.629632
AS0591;ASB74;0302;030202;41.60978;-8.645848
AS0592;ASB80;0302;;;
AS0593;ASB91;0302;030202;41.610474;-8.646014
AS0594;ASB95;0302;;;
AS0595;ASB96;0302;;;
AS0596;ASC01;0302;030202;41.606251;-8.635902
AS0597;ASC04;0302;;;
AS0598;ASC06;0302;0302FC;41.61349;-8.657906
AS0599;ASC10;0302;030202;41.61234;-8.64392
AS0600;ASC14;0302;030203;41.523773;-8.566628
AS0601;ASC18;0302;030203;41.531261;-8.56891
AS0602;ASC22;0302;030203;41.521254;-8.560608
AS0603;ASC25;0302;030203;41.52092;-8.56001
AS0604;ASC27;0302;030203;;
AS0605;ASC28;0302;030203;;
AS0606;ASC30;0302;030203;41.530369;-8.563049
AS0607;ASC40;0302;;;
AS0608;ASC42;0302;;;
AS0609;ASC53;0302;030203;41.52813;-8.56174
AS0610;ASC55;0302;;;
AS0611;ASC60;0302;030292;41.538817;-8.564676
AS0612;ASC61;0302;030203;41.524229;-8.560832
AS0613;ASC66;0302;030203;41.527956;-8.569682
AS0614;ASC69;0302;0302FC;41.620871;-8.657256
AS0615;ASC73;0302;0302FC;41.624578;-8.658287
AS0616;ASC74;0302;0302FC;41.626995;-8.660197
AS0617;ASC80;0302;0302FC;41.62784;-8.649855
AS0618;ASC82;0302;;;
AS0619;ASC87;0302;0302FC;41.63032;-8.641991
AS0620;ASC88;0302;0302FC;41.629312;-8.642797
AS0621;ASC92;0302;0302FC;41.620073;-8.655047
AS0622;ASC93;0302;;;
AS0623;ASC96;0302;0302FC;;
AS0624;ASC98;0302;0302FC;41.624435;-8.657078
AS0625;ASD00;0302;030298;41.635923;-8.655452
AS0626;ASD04;0302;0302FC;41.622299;-8.65615
AS0627;ASD06;0302;0302FC;41.63003;-8.654688
AS0628;ASD11;0302;0302FC;41.62291;-8.647668
AS0629;ASD15;0302;;;
AS0630;ASD17;0302;0302FC;41.62714;-8.659524
AS0631;ASD19;0302;;;
AS0632;ASD20;0302;0302FC;41.623838;-8.658787
AS0633;ASD25;0302;0302FC;41.622843;-8.646263
AS0634;ASD30;0302;0302FC;41.62977;-8.642308
AS0635;ASD36;0302;0302FC;41.62314;-8.648792
AS0636;ASD47;0302;030205;41.52009;-8.548291
AS0637;ASD55;0302;030205;41.512138;-8.565327
AS0638;ASD56;0302;;;
AS0639;ASD57;0302;030205;41.505839;-8.5643
AS0640;ASD58;0302;030205;41.51144;-8.561128
AS0641;ASD64;0302;030205;41.50476;-8.563368
AS0642;ASD70;0302;030205;;
AS0643;ASD72;0302;030205;41.50941;-8.56811
AS0644;ASD74;0302;030205;41.51027;-8.560371
AS0645;ASD82;0302;030205;;
AS0646;ASD88;0302;030205;41.51824;-8.543633
AS0647;ASD93;0302;030205;41.511759;-8.561215
AS0648;ASD97;0302;030205;41.51695;-8.565005
AS0649;ASD99;0302;030205;41.50595;-8.562402
AS0650;ASE04;0302;030205;41.51809;-8.567532
AS0651;ASE05;0302;030205;41.50706;-8.557064
AS0652;ASE09;0302;030205;41.506249;-8.562813
AS0653;ASE16;0302;030205;41.505714;-8.563623
AS0654;ASE19;0302;030205;;
AS0655;ASE28;0302;030205;41.513163;-8.561662
AS0656;ASE33;0302;030205;41.5151;-8.561568
AS0657;ASE34;0302;;;
AS0658;ASE45;0302;;;
AS0659;ASE50;0302;;;
AS0660;ASE56;0302;030206;41.603166;-8.704005
AS0661;ASE62;0302;030206;;
AS0662;ASE84;0302;030206;41.603422;-8.719043
AS0663;ASE97;0302;030206;41.59857;-8.708768
AS0664;ASF05;0302;030206;41.599942;-8.713355
AS0665;ASF13;0302;030206;41.60551;-8.715997
AS0666;ASF22;0302;030206;41.60981;-8.717565
AS0667;ASF26;0302;;;
AS0668;ASF27;0302;030206;41.600613;-8.706138
AS0669;ASF28;0302;030206;41.60822;-8.718599
AS0670;ASF30;0302;030206;41.6026;-8.704578
AS0671;ASF36;0302;030290;41.60745;-8.574164
AS0672;ASF41;0302;;;
AS0673;ASF53;0302;;;
AS0674;ASF60;0302;;;
AS0675;ASF66;0302;030290;41.6076;-8.558456
AS0676;ASF67;0302;;;
AS0677;ASF81;0302;030290;41.61325;-8.571803
AS0678;ASF90;0302;030290;;
AS0679;ASF94;0302;030290;41.61303;-8.568463
AS0680;ASG01;0302;030290;41.60613;-8.574804
AS0681;ASG05;0302;;;
AS0682;ASG08;0302;;;
AS0683;ASG11;0302;;;
AS0684;ASG16;0302;030290;41.609861;-8.564106
AS0685;ASG35;0302;030290;41.61095;-8.563648
AS0686;ASG42;0302;030290;41.60997;-8.572626
AS0687;ASG45;0302;030290;41.606717;-8.561546
AS0688;ASG52;0302;030290;41.601828;-8.568395
AS0689;ASG55;0302;030290;41.61187;-8.571019
AS0690;ASG65;0302;030208;41.49829;-8.616378
AS0691;ASG75;0302;;;
AS0692;ASG78;0302;030208;41.5081;-8.614503
AS0693;ASG80;0302;;;
AS0694;ASG86;0302;030208;41.49705;-8.620807
AS0695;ASG88;0302;030208;41.51637;-8.620401
AS0696;ASG90;0302;030208;41.51416;-8.621443
AS0697;ASG93;0302;;;
AS0698;ASG94;0302;030208;41.50013;-8.625166
AS0699;ASG95;0302;030208;41.49929;-8.620018
