Cód;ME;DiCo;DiCoFre;LATITUDE;LONGITUDE
AR0140;ARB36;0306;030620;41.56045;-8.7273
AR0141;ARB39;0306;;;
AR0142;ARB49;0306;030620;41.5562;-8.738089
AR0143;ARB53;0306;030619;41.49703;-8.735196
AR0144;ARB55;0306;030620;41.56034;-8.726399
AR0145;ARB67;0306;030620;41.56355;-8.733012
AR0146;ARB69;0306;;;
AR0147;ARB70;0306;030620;;
AR0148;ARB77;0306;030620;;
AR0149;ARB79;0306;030620;;
AR0150;ARB81;0306;030620;;
AR0151;ARC00;0306;;;
AR0152;ARC03;0306;030610;41.51237;-8.716863
AR0153;ARC07;0306;;;
AR0154;ARC08;0306;030617;41.574224;-8.78956
AR0155;ARC10;0306;030617;41.57789;-8.790031
AR0156;ARC11;0306;030617;41.576108;-8.792599
AR0157;ARC13;0306;030617;41.57566;-8.789293
AR0158;ARC17;0306;030617;41.57553;-8.79252
AR0159;ARC18;0306;030617;41.575118;-8.792405
AR0160;ARC19;0306;030617;41.57494;-8.790326
AR0161;ARC21;0306;030617;41.57627;-8.792965
AR0162;ARC22;0306;030617;41.57419;-8.79052
AR0163;ARC26;0306;030617;41.574901;-8.78955
AR0164;ARC27;0306;030617;41.575413;-8.791887
AR0165;ARC28;0306;030617;41.578332;-8.789871
AR0166;ARC29;0306;030617;41.57673;-8.787723
AR0167;ARC30;0306;030617;41.576172;-8.7856
AR0168;ARC31;0306;030617;41.5769;-8.792613
AR0169;ARC32;0306;030617;41.57588;-8.789985
AR0170;ARC33;0306;030617;41.57552;-8.789162
AR0171;ARC35;0306;030617;41.57664;-8.78806
AR0172;ARC36;0306;030617;41.57503;-8.78968
AR0173;ARC37;0306;;;
AR0174;ARC39;0306;030617;41.57532;-8.791133
AR0175;ARC40;0306;030617;41.57641;-8.79177
AR0176;ARC41;0306;030617;41.575468;-8.794021
AR0177;ARC42;0306;030617;41.5755;-8.790744
AR0178;ARC46;0306;;;
AR0179;ARC48;0306;030617;41.57459;-8.788408
AR0180;ARC49;0306;030617;41.57589;-8.792133
AR0181;ARC54;0306;030617;41.57688;-8.789359
AR0182;ARC58;0306;030617;41.57873;-8.788616
AR0183;ARC59;0306;;;
AR0184;ARC64;0306;030617;41.57576;-8.788274
AR0185;ARC69;0306;030617;41.57868;-8.789812
AR0186;ARC70;0306;030617;41.586601;-8.785965
AR0187;ARC71;0306;;;
AR0188;ARC72;0306;030617;41.575644;-8.788691
AR0189;ARC74;0306;030617;41.57465;-8.789129
AR0190;ARC76;0306;;;
AR0191;ARC78;0306;;;
AR0192;ARD10;0306;030608;41.616459;-8.748617
AR0193;ARD26;0306;030608;41.60379;-8.738615
AR0194;ARD47;0306;;;
AR0195;ARD55;0306;030608;41.607122;-8.750793
AR0196;ARD56;0306;030608;41.60842;-8.750643
AR0197;ARD58;0306;030608;41.59683;-8.737583
AR0198;ARD60;0306;030608;41.608251;-8.748825
AR0199;ARD63;0306;030608;41.607895;-8.749681
AR0200;ARD68;0306;030608;41.601712;-8.750117
AR0201;ARD71;0306;030608;41.613486;-8.734705
AR0202;ARD80;0306;030608;41.59095;-8.734655
AR0203;ARD82;0306;030608;41.61331;-8.735674
AR0204;ARD86;0306;030601;41.60317;-8.753154
AR0205;ARD87;0306;030608;41.60312;-8.748543
AR0206;ARD94;0306;030601;41.60232;-8.763087
AR0207;ARE00;0306;030608;41.602783;-8.734661
AR0208;ARE01;0306;;;
AR0209;ARE14;0306;030601;41.602384;-8.762423
AR0210;ARE23;1609;160902;41.64869;-8.747357
AR0211;ARE26;0306;030608;41.61548;-8.737142
AR0212;ARE34;0306;030608;;
AR0213;ARE46;0306;030608;;
AR0214;ARE54;0306;030608;41.60469;-8.748974
AR0215;ARE57;0306;;;
AR0216;ARE63;0306;;;
AR0217;ARE75;0306;030608;41.61541;-8.750327
AR0218;ARE82;0306;030608;41.60309;-8.749871
AR0219;ARF08;0306;;;
AR0220;ARF14;0306;;;
AR0221;ARF27;0306;030601;41.597735;-8.781643
AR0222;ARF36;0306;;;
AR0223;ARF46;0306;;;
AR0224;ARF49;0306;030617;41.58796;-8.784457
AR0225;ARF50;0306;030617;41.591855;-8.784449
AR0226;ARF53;0306;030617;41.58759;-8.785585
AR0227;ARF57;0306;;;
AR0228;ARF62;0306;;;
AR0229;ARF69;0306;030617;41.587061;-8.783976
AR0230;ARF79;0306;;;
AR0231;ARF84;0306;030617;41.59281;-8.783784
AR0232;ARF86;0306;030617;41.59245;-8.793852
AR0233;ARF87;0306;030617;41.59782;-8.784815
AR0234;ARF95;0306;;;
AR0235;ARG02;0306;030617;41.589865;-8.785025
AR0236;ARG05;0306;;;
AR0237;ARG15;0306;030617;41.586387;-8.783348
AR0238;ARG17;0306;030617;41.587211;-8.790337
AR0239;ARG40;0306;030617;41.59839;-8.794125
AR0240;ARG50;0306;030608;41.592452;-8.73494
AR0241;ARG78;0306;030617;;
AR0242;ARG83;0306;030615;41.570235;-8.755831
AR0243;ARG86;0306;;;
AR0244;ARG88;0306;;;
AR0245;ARG94;0306;;;
AR0246;ARH05;0306;;;
AR0247;ARH16;0306;030615;41.56667;-8.758388
AR0248;ARH17;0306;;;
AR0249;ARH18;0306;030615;;
AR0250;ARH19;0306;030615;41.57095;-8.754647
AR0251;ARH20;0306;030615;41.57057;-8.75374
AR0252;ARH24;0306;030615;41.56782;-8.758784
AR0253;ARH29;0306;;;
AR0254;ARH32;0306;;;
AR0255;ARH33;0306;;;
AR0256;ARH36;0306;030615;41.56795;-8.759745
AR0257;ARH37;0306;030615;41.56954;-8.755886
AR0258;ARH50;0306;030615;41.57099;-8.751284
AR0259;ARH51;0306;030615;41.57018;-8.761075
AR0260;ARH60;0306;;;
AR0261;ARH62;0306;030615;41.57036;-8.756386
AR0262;ARH63;0306;;;
AR0263;ARH64;0306;030615;41.570494;-8.762003
AR0264;ARH65;0306;030615;41.56847;-8.759019
AR0265;ARH67;0306;030615;41.570421;-8.753678
AR0266;ARH68;0306;030615;41.56786;-8.755018
AR0267;ARH69;0306;030615;41.57066;-8.758641
AR0268;ARH70;0306;030615;41.56908;-8.752995
AR0269;ARH72;0306;030615;41.571868;-8.749992
AR0270;ARH73;0306;;;
AR0271;ARH75;0306;030615;41.571956;-8.75026
AR0272;ARH76;0306;030615;41.57225;-8.753053
AR0273;ARH81;0306;030615;;
AR0274;ARH83;0306;;;
AR0275;ARH91;0306;030615;41.579923;-8.744698
AR0276;ARJ06;0306;;;
AR0277;ARJ08;0306;030615;41.5794;-8.738956
AR0278;ARJ17;0306;;;
AR0279;ARJ20;0306;;;
AR0280;ARJ21;0306;;;
AR0281;ARJ32;0306;;;
AR0282;ARJ41;0306;;;
AR0283;ARJ55;0306;;;
AR0284;ARJ56;0306;;;
AR0285;ARJ63;0306;;;
AR0286;ARJ73;0306;030601;41.60981;-8.769708
AR0287;ARJ89;0306;;;
AR0288;ARJ97;0306;;;
AR0289;ARL08;0306;030619;41.49665;-8.704824
AR0290;ARL18;0306;030601;41.60275;-8.774658
AR0291;ARL19;0306;030601;41.597555;-8.779729
AR0292;ARL30;0306;030601;41.60761;-8.785549
AR0293;ARL47;0306;030601;41.60333;-8.765688
AR0294;ARL53;0306;;;
AR0295;ARL54;0306;030601;41.612596;-8.769614
AR0296;ARL67;0306;030601;41.598499;-8.764424
AR0297;ARL79;0306;030601;41.604613;-8.781917
AR0298;ARL88;0306;;;
AR0299;ARM03;0306;030619;41.49895;-8.743223
AR0300;ARM17;0306;030601;41.60799;-8.770909
AR0301;ARM18;0306;;;
AR0302;ARM22;0306;;;
AR0303;ARM34;0306;;;
AR0304;ARM41;0306;;;
AR0305;ARM42;0306;030620;;
AR0306;ARM46;0306;030620;;
AR0307;ARM47;0306;;;
AR0308;ARM50;0306;;;
AR0309;ARM53;0306;030620;41.531301;-8.737613
AR0310;ARM54;0306;;;
AR0311;ARM69;0306;;;
AR0312;ARM72;0306;030620;41.54029;-8.74015
AR0313;ARM74;0306;030620;41.53881;-8.745144
AR0314;ARM78;0306;030620;41.558297;-8.741295
AR0315;ARM79;0306;;;
AR0316;ARM80;0306;030620;41.554178;-8.745943
AR0317;ARM92;0306;030620;41.55671;-8.744003
AR0318;ARM97;0306;030620;41.547174;-8.742992
AR0319;ARN00;0306;;;
AR0320;ARN07;0306;030620;41.5427;-8.731846
AR0321;ARN08;0306;030620;41.53636;-8.748902
AR0322;ARN18;0306;030620;41.54691;-8.741434
AR0323;ARN19;0306;030620;41.55698;-8.744606
AR0324;ARN20;0306;030620;41.53497;-8.748941
AR0325;ARN23;0306;030620;41.543838;-8.730729
AR0326;ARN24;0306;;;
AR0327;ARN25;0306;030620;41.53909;-8.732958
AR0328;ARN37;0306;030620;41.53481;-8.738016
AR0329;ARN47;0306;;;
AR0330;ARN49;0306;030620;41.537468;-8.748545
AR0331;ARN54;0306;030620;41.55909;-8.743978
AR0332;ARN55;0306;030620;41.55945;-8.746296
AR0333;ARN56;0306;030620;41.55719;-8.744725
AR0334;ARN82;0306;;;
AR0335;ARN93;0306;030620;41.555968;-8.746172
AR0336;ARN96;0306;030601;41.601268;-8.771399
AR0337;ARP03;0306;;;
AR0338;ARP04;0306;030610;41.51815;-8.734544
AR0339;ARP05;0306;030610;41.52264;-8.735262
AR0340;ARP07;0306;030610;41.516676;-8.71786
AR0341;ARP10;0306;030616;41.485597;-8.748616
AR0342;ARP11;0306;;;
AR0343;ARP12;0306;030610;41.521847;-8.72763
AR0344;ARP13;0306;;;
AR0345;ARP14;0306;;;
AR0346;ARP15;0306;030610;41.52077;-8.737779
AR0347;ARP18;0306;;;
AR0348;ARP19;0306;030610;41.519508;-8.734458
AR0349;ARP23;0306;030610;41.51624;-8.719266
AR0350;ARP26;0306;030610;41.516591;-8.719215
AR0351;ARP27;0306;;;
AR0352;ARP28;0306;030610;41.5234;-8.733297
AR0353;ARP29;0306;030610;;
AR0354;ARP30;0306;030610;41.51917;-8.727692
AR0355;ARP32;0306;;;
AR0356;ARP33;0306;030610;41.516974;-8.734633
AR0357;ARP35;0306;030610;41.519642;-8.735828
AR0358;ARP36;0306;030610;41.521687;-8.739358
AR0359;ARP37;0306;030610;41.519728;-8.733734
AR0360;ARP42;0306;030610;41.517345;-8.716313
AR0361;ARP44;0306;030610;41.51966;-8.738277
AR0362;ARP46;0306;;;
AR0363;ARP48;0306;030610;41.514279;-8.714979
AR0364;ARP51;0306;030610;41.52086;-8.744141
AR0365;ARP52;0306;030610;41.5182;-8.727788
AR0366;ARP54;0306;030610;41.51965;-8.725323
AR0367;ARP55;0306;;;
AR0368;ARP58;0306;;;
AR0369;ARP60;0306;;;
AR0370;ARP61;0306;030610;41.51847;-8.739603
AR0371;ARP66;0306;030610;41.516524;-8.715163
AR0372;ARP70;0306;;;
AR0373;ARP75;0306;030610;41.51865;-8.719573
AR0374;ARP81;0306;;;
AR0375;ARP90;0306;030610;41.51713;-8.720302
AR0376;ARP91;0306;030610;41.51862;-8.737481
AR0377;ARP92;0306;;;
AR0378;ARP96;0306;030610;41.5234;-8.743075
AR0379;ARP97;0306;030610;41.516139;-8.721435
AR0380;ARP98;0306;030610;41.516861;-8.722815
AR0381;ARR03;0306;030610;41.518809;-8.72673
AR0382;ARR04;0306;030610;41.52144;-8.726928
AR0383;ARR10;0306;030610;41.51631;-8.718079
AR0384;ARR11;0306;030610;41.515911;-8.717871
AR0385;ARR46;0306;030618;41.518355;-8.758871
AR0386;ARR50;0306;030618;41.51707;-8.763113
AR0387;ARR52;0306;030618;41.52015;-8.766478
AR0388;ARR56;0306;030618;41.520874;-8.758503
AR0389;ARR57;0306;030618;;
AR0390;ARR58;0306;030618;41.522081;-8.759672
AR0391;ARR59;0306;030618;41.51917;-8.763537
AR0392;ARR60;0306;030618;41.52059;-8.763592
AR0393;ARR63;0306;030618;41.52189;-8.758425
AR0394;ARR65;0306;030618;41.5194;-8.76338
AR0395;ARR68;0306;030618;41.519529;-8.761836
AR0396;ARR71;0306;030618;41.52007;-8.760544
AR0397;ARR72;0306;030618;41.52081;-8.76375
AR0398;ARR76;0306;030618;41.525077;-8.761301
AR0399;ARR80;0306;;;
AR0400;ARR81;0306;030618;41.52117;-8.760787
AR0401;ARR88;0306;030618;41.51991;-8.764066
AR0402;ARR89;0306;030618;41.520833;-8.755712
AR0403;ARR90;0306;030618;41.52122;-8.762492
AR0404;ARR95;0306;030618;41.5224;-8.75399
AR0405;ARR96;0306;030618;41.52469;-8.757232
AR0406;ARR99;0306;030618;41.519438;-8.764104
AR0407;ARS01;0306;030618;41.52175;-8.756046
AR0408;ARS02;0306;030618;41.523087;-8.760572
AR0409;ARS03;0306;030618;41.52475;-8.75908
AR0410;ARS05;0306;030618;41.52678;-8.754067
AR0411;ARS10;0306;030618;41.520432;-8.767724
AR0412;ARS11;0306;030618;41.51491;-8.763029
AR0413;ARS15;0306;030618;41.51741;-8.761269
AR0414;ARS17;0306;030618;41.52082;-8.759165
AR0415;ARS18;0306;030618;41.52115;-8.763343
AR0416;ARS19;0306;030618;41.52163;-8.760721
AR0417;ARS22;0306;030618;41.5211;-8.752807
AR0418;ARS24;0306;030618;41.52611;-8.754234
AR0419;ARS31;0306;;;
AR0420;ARS34;0306;030618;41.52123;-8.757115
AR0421;ARS35;0306;030618;41.520655;-8.753734
AR0422;ARS36;0306;030618;41.521125;-8.766686
AR0423;ARS43;0306;030608;41.59657;-8.746235
AR0424;ARS52;0306;030618;41.550784;-8.776163
AR0425;ARS53;0306;030618;41.555;-8.774517
AR0426;ARS54;0306;030618;41.54966;-8.773641
AR0427;ARS58;0306;030618;41.55374;-8.776625
AR0428;ARS60;0306;030618;41.555607;-8.786992
AR0429;ARS61;0306;;;
AR0430;ARS62;0306;030618;41.55394;-8.776549
AR0431;ARS73;0306;030618;41.55551;-8.785152
AR0432;ARS81;0306;030618;41.539474;-8.766018
AR0433;ARS84;0306;030618;41.563004;-8.780468
AR0434;ARS85;0306;;;
AR0435;ARS88;0306;030618;;
AR0436;ARS89;0306;030618;41.5548;-8.788246
AR0437;ARS90;0306;;;
AR0438;ART01;0306;030618;41.55209;-8.772766
AR0439;ART05;0306;030618;41.54237;-8.770605
AR0440;ART08;0306;030618;41.554047;-8.774541
AR0441;ART10;0306;030618;41.55419;-8.776683
AR0442;ART11;0306;030618;41.554246;-8.776965
AR0443;ART12;0306;030618;41.554415;-8.777828
AR0444;ART13;0306;030618;41.56756;-8.785657
AR0445;ART15;0306;030618;41.56782;-8.782615
AR0446;ART21;0306;030618;41.568852;-8.78548
AR0447;ART22;0306;030618;41.56752;-8.782538
AR0448;ART24;0306;030618;41.571055;-8.785016
AR0449;ART26;0306;030618;41.57061;-8.783369
AR0450;ART28;0306;030618;41.5702;-8.786196
AR0451;ART30;0306;;;
AR0452;ART33;0306;030618;41.539909;-8.763471
AR0453;ART35;0306;030618;41.547883;-8.778197
AR0454;ART38;0306;030618;41.55299;-8.775045
AR0455;ART39;0306;;;
AR0456;ART41;0306;030618;41.555016;-8.785478
AR0457;ART43;0306;030618;41.546909;-8.774723
AR0458;ART44;0306;030618;;
AR0459;ART45;0306;030618;41.54883;-8.772161
AR0460;ART48;0306;030618;41.54784;-8.769786
AR0461;ART49;0306;030618;41.55568;-8.783923
AR0462;ART51;0306;030618;41.53968;-8.761842
AR0463;ART53;0306;030618;41.54113;-8.776993
AR0464;ART59;0306;030618;41.53996;-8.764571
AR0465;ART63;0306;030618;41.53912;-8.766541
AR0466;ART66;0306;030618;41.540998;-8.764787
AR0467;ART73;0306;030618;41.54882;-8.773563
AR0468;ART75;0306;030618;41.544863;-8.769232
AR0469;ART77;0306;030618;41.54882;-8.772989
AR0470;ART84;0306;030618;41.55488;-8.775023
AR0471;ART86;0306;030618;41.55527;-8.782686
AR0472;ART87;0306;030618;41.54637;-8.775407
AR0473;ART88;0306;;;
AR0474;ART93;0306;030618;41.54486;-8.774974
AR0475;ART94;0306;030618;41.55792;-8.784266
AR0476;ART95;0306;;;
AR0477;ART99;0306;030618;41.56836;-8.785808
AR0478;ARU23;0306;030618;41.54457;-8.775112
AR0479;ARU25;0306;;;
AR0480;ARU44;0306;030615;41.56858;-8.755769
AR0481;ARU53;0306;030618;41.54841;-8.77133
AR0482;ARU66;0306;030619;41.502842;-8.743337
AR0483;ARV36;0306;030618;;
AR0484;ARV40;0306;030618;41.543967;-8.773649
AR0485;ARV51;0306;;;
AR0486;ARW03;0306;;;
AR0487;ARW05;0306;;;
AR0488;ARW07;0306;030619;41.49823;-8.743465
AR0489;ARW10;0306;030619;41.500641;-8.743072
AR0490;ARW15;0306;030619;41.50565;-8.742422
AR0491;ARW16;0306;030619;41.49775;-8.739923
AR0492;ARW20;0306;030619;41.50065;-8.742016
AR0493;ARW23;0306;030619;41.495775;-8.737799
AR0494;ARW24;0306;030619;41.505834;-8.744485
AR0495;ARW25;0306;;;
AR0496;ARW26;0306;030619;41.496159;-8.737624
AR0497;ARW27;0306;030619;41.50446;-8.745241
AR0498;ARW28;0306;030619;41.49773;-8.740676
AR0499;ARW29;0306;030619;41.504229;-8.742592
AR0500;ARW30;0306;030619;41.5001;-8.73781
AR0501;ARW31;0306;030619;41.49794;-8.739025
AR0502;ARW34;0306;;;
AR0503;ARW37;0306;030619;41.498504;-8.742158
AR0504;ARW38;0306;030619;41.49837;-8.737023
AR0505;ARW39;0306;030619;41.49916;-8.735937
AR0506;ARW41;0306;;;
AR0507;ARW42;0306;030619;41.49871;-8.735993
AR0508;ARW46;0306;030619;41.50081;-8.736907
AR0509;ARW47;0306;030619;41.50034;-8.737253
AR0510;ARW48;0306;;;
AR0511;ARW50;0306;;;
AR0512;ARW52;0306;030619;41.497889;-8.74033
AR0513;ARW58;0306;030619;41.49682;-8.736717
AR0514;ARW59;0306;;;
AR0515;ARW62;0306;030619;41.50717;-8.743393
AR0516;ARW63;0306;030619;;
AR0517;ARW64;0306;030619;41.506;-8.747127
AR0518;ARW65;0306;030619;41.496463;-8.738874
AR0519;ARW66;0306;030610;41.512624;-8.717245
AR0520;ARW68;0306;030619;41.497577;-8.734603
AR0521;ARW69;0306;030619;41.499599;-8.737727
AR0522;ARW71;0306;030619;41.502383;-8.739741
AR0523;ARW73;0306;030619;41.497178;-8.738764
AR0524;ARW74;0306;030619;41.492504;-8.731738
AR0525;ARW75;0306;030619;41.49586;-8.738577
AR0526;ARW76;0306;030619;41.498104;-8.738514
AR0527;ARW77;0306;030619;41.507754;-8.742464
AR0528;ARW78;0306;030619;41.50016;-8.743193
AR0529;ARW79;0306;030619;41.502025;-8.745381
AR0530;ARW80;0306;030619;41.505716;-8.751825
AR0531;ARW82;0306;030619;41.50154;-8.743508
AR0532;ARW92;0306;030619;41.504966;-8.742517
AR0533;ARW93;0306;030619;41.507764;-8.743036
AR0534;ARW94;0306;030619;41.50479;-8.74057
AR0535;ARW98;0306;030619;41.49686;-8.735404
AR0536;ARX10;0306;;;
AR0537;ARX21;0306;030616;41.49142;-8.760133
AR0538;ARX26;0306;030616;41.49215;-8.756461
AR0539;ARX27;0306;030616;41.49144;-8.757396
AR0540;ARX53;0306;;;
AR0541;ARX55;0306;030616;41.47968;-8.762782
AR0542;ARX64;0306;030616;41.49077;-8.761935
AR0543;ARX70;0306;030616;41.49238;-8.758413
AR0544;ARX83;0302;030215;41.476811;-8.742462
AR0545;ARX97;0306;030616;41.490897;-8.751739
AR0546;ARY03;0306;030616;41.488458;-8.761448
AR0547;ARY04;0306;030616;41.493191;-8.758556
AR0548;ARY20;0306;;;
AR0549;ARY63;0306;;;
AR0550;ARY83;0306;030619;41.498305;-8.738196
AR0551;ARY84;0306;030619;;
AR0552;ARY85;0306;030619;41.49627;-8.736711
AR0553;ARY86;0306;030619;41.499572;-8.737281
AR0554;ARY89;0306;030619;41.4992;-8.744644
AR0555;ARY90;0306;;;
AR0556;ARY91;0306;;;
AR0557;ARY95;0306;030619;41.50021;-8.739272
AR0558;ARZ01;0306;030616;41.478238;-8.743579
AR0559;ARZ04;0306;030619;41.49623;-8.755819
AR0560;ARZ05;0306;030616;41.49461;-8.756242
AR0561;ARZ27;0306;;;
AR0562;ARZ49;0306;030616;41.47454;-8.744993
AR0563;ARZ50;0306;;;
AR0564;ARZ61;0306;030616;;
AR0565;ARZ76;0306;030616;41.48952;-8.754244
AR0566;ARZ77;0306;030616;41.48596;-8.751397
AR0567;ARZ79;0306;030616;41.487183;-8.759489
AR0568;ARZ84;0306;030616;41.491151;-8.756393
AR0569;ARZ85;0306;030616;41.488912;-8.760603
AR0570;ARZ86;0306;030616;41.493528;-8.755704
AR0571;ARZ89;0306;;;
AR0572;ARZ94;0306;030616;41.490239;-8.755674
AS0001;AS0A1;0302;030221;41.46945;-8.604178
AS0002;AS0A3;0302;030221;41.476496;-8.59853
AS0003;AS0A5;0302;030221;41.471122;-8.588759
AS0004;AS0A7;0302;030221;41.475467;-8.592304
AS0005;AS0A9;0302;030221;41.47072;-8.590678
AS0006;AS0B1;0302;030296;41.461146;-8.617288
AS0007;AS0B8;0302;030296;41.457728;-8.616475
AS0008;AS0B9;0302;030296;41.45573;-8.612212
AS0009;AS0C2;0302;;;
AS0010;AS0C4;0302;030224;41.630189;-8.623206
AS0011;AS0C5;0302;030224;;
AS0012;AS0C6;0302;;;
AS0013;AS0C7;0302;030224;41.63068;-8.624386
AS0014;AS0D5;0302;030224;41.635957;-8.611572
AS0015;AS0D7;0302;030224;41.635741;-8.612415
AS0016;AS0E5;0302;030291;41.601709;-8.605814
AS0017;AS0F5;0302;030297;41.53998;-8.684073
AS0018;AS0F6;0302;030297;41.543816;-8.678651
AS0019;AS0F7;0302;030297;41.53915;-8.678978
AS0020;AS0F8;0302;;;
AS0021;AS0G5;0302;030228;41.467769;-8.694951
AS0022;AS0G6;0302;030228;41.47664;-8.685949
AS0023;AS0H1;0302;030228;41.48954;-8.697818
AS0024;AS0H2;0302;030228;41.46923;-8.692159
AS0025;AS0H4;0302;030228;41.478825;-8.699059
AS0026;AS0H7;0302;030228;41.469529;-8.707626
AS0027;AS0J7;0302;030298;41.640572;-8.663605
AS0028;AS0J8;0302;;;
AS0029;AS0J9;0302;030298;41.6373;-8.659473
AS0030;AS0L5;0302;030292;41.53303;-8.533177
AS0031;AS0M0;0302;;;
AS0032;AS0M1;0302;0302FH;41.57252;-8.699316
AS0033;AS0M6;0302;0302FH;41.572262;-8.687014
AS0034;AS0M8;0302;030235;;
AS0035;AS0M9;0302;0302FH;41.57347;-8.698759
AS0036;AS0N2;0302;;;
AS0037;AS0N7;0302;030234;41.51421;-8.686748
AS0038;AS0P2;0302;030234;41.520444;-8.670011
AS0039;AS0R0;0302;030235;;
AS0040;AS0R1;0302;030201;41.56189;-8.624873
AS0041;AS0T0;0302;;;
AS0042;AS0T3;0302;;;
AS0043;AS0T5;0302;030268;41.558309;-8.58803
AS0044;AS0U9;0302;;;
AS0045;AS0V0;0302;030237;41.51214;-8.661834
AS0046;AS0V7;0302;;;
AS0047;AS0V9;0302;030237;41.496919;-8.663652
AS0048;AS0X0;0302;030296;41.4667;-8.620547
AS0049;AS0X4;0302;030296;41.468279;-8.627368
AS0050;AS0X7;0302;030296;41.47052;-8.625148
AS0051;AS0Z0;0302;030216;41.482123;-8.523068
AS0052;AS0Z3;0302;;;
AS0053;AS0Z4;0302;0302FG;41.430276;-8.570788
AS0054;AS0Z5;0302;030220;41.50622;-8.631009
AS0055;AS0Z7;0302;0302FA;41.464835;-8.660533
AS0056;AS1A3;0302;0302FB;41.44935;-8.603376
AS0057;AS1A5;0302;0302FB;41.449374;-8.589227
AS0058;AS1B1;0302;030296;41.454499;-8.614619
AS0059;AS1B3;0302;0302FB;41.442777;-8.612956
AS0060;AS1B4;0302;030296;41.45967;-8.616336
AS0061;AS1B9;0302;030296;41.460046;-8.609056
AS0062;AS1C0;0302;;;
AS0063;AS1C2;0302;;;
AS0064;AS1C9;0302;030224;;
AS0065;AS1D1;0302;030224;41.6412;-8.624219
AS0066;AS1E2;0302;030291;41.60286;-8.604677
AS0067;AS1E4;0302;030291;41.60195;-8.605468
AS0068;AS1E6;0302;030291;41.60294;-8.605147
AS0069;AS1F1;0302;;;
AS0070;AS1F2;0302;030297;41.536675;-8.683739
AS0071;AS1F6;0302;030297;41.539475;-8.677632
AS0072;AS1F9;0302;030297;41.539518;-8.674029
AS0073;AS1G4;0302;030228;41.469407;-8.703168
AS0074;AS1G5;0302;030228;41.47034;-8.698747
AS0075;AS1G8;0302;030228;41.470501;-8.707701
AS0076;AS1H4;0302;030228;41.47423;-8.709723
AS0077;AS1H5;0302;030264;41.58976;-8.588557
AS0078;AS1H9;0302;030228;41.469155;-8.697574
AS0079;AS1J0;0302;030298;41.6318;-8.66313
AS0080;AS1J2;0302;030298;41.64028;-8.664446
AS0081;AS1J4;0302;030298;;
AS0082;AS1L5;0302;0302FA;41.478892;-8.677187
AS0083;AS1L6;0302;0302FA;41.473815;-8.669459
AS0084;AS1L8;0302;;;
AS0085;AS1N0;0302;;;
AS0086;AS1N1;0302;030234;41.513784;-8.676134
AS0087;AS1N2;0302;;;
AS0088;AS1N4;0302;030234;41.51508;-8.674974
AS0089;AS1N9;0302;030234;41.51445;-8.681393
AS0090;AS1P0;0302;030235;41.60561;-8.688012
AS0091;AS1R0;0302;;;
AS0092;AS1S1;0302;030235;;
AS0093;AS1S2;0302;;;
AS0094;AS1T3;0302;;;
AS0095;AS1T4;0302;030268;41.56486;-8.573527
AS0096;AS1U0;0302;030299;41.516344;-8.596092
AS0097;AS1U6;0302;030299;41.52154;-8.589308
AS0098;AS1U8;0302;0302FH;41.572521;-8.6871
AS0099;AS1V0;0302;;;
AS0100;AS1V2;0302;030237;41.49949;-8.66261
AS0101;AS1V7;0302;030237;41.506346;-8.663673
AS0102;AS1V9;0302;030237;41.50952;-8.655922
AS0103;AS1X1;0302;030235;;
AS0104;AS1X2;0302;;;
AS0105;AS1X3;0302;030296;41.468016;-8.616856
AS0106;AS1X4;0302;030259;41.485419;-8.629942
AS0107;AS1X6;0302;030296;41.473609;-8.620827
AS0108;AS1X8;0302;030296;41.469888;-8.624644
AS0109;AS1X9;0302;030296;41.46962;-8.619632
AS0110;AS1Z0;0302;;;
AS0111;AS1Z4;0302;030244;41.4336;-8.639133
AS0112;AS1Z9;0302;;;
AS0113;AS2A1;0302;0302FB;41.45151;-8.591044
AS0114;AS2A3;0302;0302FB;41.45282;-8.60204
AS0115;AS2A4;0302;0302FB;41.45082;-8.59021
AS0116;AS2A5;0302;0302FB;41.44905;-8.589905
AS0117;AS2A6;0302;0302FB;41.451242;-8.594257
AS0118;AS2A8;0302;0302FB;41.444631;-8.590213
AS0119;AS2B0;0302;030296;41.453789;-8.621078
AS0120;AS2B2;0302;030296;41.454363;-8.620601
AS0121;AS2B5;0302;030296;41.457518;-8.617723
AS0122;AS2B6;0302;030296;41.450982;-8.613698
AS0123;AS2C0;0302;030224;41.63325;-8.614541
AS0124;AS2C3;0302;030224;41.62928;-8.624399
AS0125;AS2C4;0302;;;
AS0126;AS2C6;0302;030224;41.63377;-8.616111
AS0127;AS2C9;0302;030224;41.625566;-8.63455
AS0128;AS2D0;0302;030296;41.454071;-8.645282
AS0129;AS2E7;0302;030291;41.60092;-8.607047
AS0130;AS2E8;0302;030291;41.60471;-8.604393
AS0131;AS2E9;0302;030291;41.603102;-8.603074
AS0132;AS2F8;0302;030297;41.54505;-8.663916
AS0133;AS2G1;0302;030228;41.469792;-8.698083
AS0134;AS2G2;0302;030228;41.48385;-8.691337
AS0135;AS2G3;0302;030228;41.469068;-8.696876
AS0136;AS2H3;0302;030228;41.47109;-8.70513
AS0137;AS2H9;0302;;;
AS0138;AS2J1;0302;030298;;
AS0139;AS2L1;0302;0302FA;41.47997;-8.676599
